tempo	vel	tempo	pos	tempo	in	tempo	esf
5099	-0,0732422	5099	4,11133	5099	4	5099	-0,0658587
5100	-0,0732422	5100	4,11133	5100	4	5100	-0,066414
5101	-0,0732422	5101	4,11621	5101	4	5101	-0,0849297
5102	-0,0683594	5102	4,11133	5102	4	5102	-0,0646124
5103	-0,0683594	5103	4,11133	5103	4	5103	-0,0653863
5104	-0,0732422	5104	4,11621	5104	4	5104	-0,0840823
5105	-0,078125	5105	4,11621	5105	4	5105	-0,0819716
5106	-0,0732422	5106	4,11133	5106	4	5106	-0,0621733
5107	-0,0732422	5107	4,11133	5107	4	5107	-0,0633751
5108	-0,0732422	5108	4,11621	5108	4	5108	-0,0824239
5109	-0,0683594	5109	4,11621	5109	4	5109	-0,0806041
5110	-0,0732422	5110	4,11133	5110	4	5110	-0,0610457
5111	-0,0732422	5111	4,11133	5111	4	5111	-0,0624454
5112	-0,0732422	5112	4,11133	5112	4	5112	-0,0635995
5113	-0,0732422	5113	4,11621	5113	4	5113	-0,0826089
5114	-0,0683594	5114	4,11133	5114	4	5114	-0,0626988
5115	-0,0683594	5115	4,11133	5115	4	5115	-0,0638085
5116	-0,0732422	5116	4,11133	5116	4	5116	-0,0647234
5117	-0,0732422	5117	4,11133	5117	4	5117	-0,0654778
5118	-0,0732422	5118	4,11621	5118	4	5118	-0,0841578
5119	-0,0732422	5119	4,0625	5119	4	5119	0,116602
5120	-0,0732422	5120	4,11133	5120	4	5120	-0,0912308
5121	-0,0732422	5121	4,11133	5121	4	5121	-0,0873348
5122	-0,0732422	5122	4,11133	5122	4	5122	-0,0841223
5123	-0,0732422	5123	4,11133	5123	4	5123	-0,0814735
5124	-0,0732422	5124	4,10645	5124	4	5124	-0,0612314
5125	-0,0732422	5125	4,11133	5125	4	5125	-0,0801252
5126	-0,0732422	5126	4,11133	5126	4	5126	-0,0781776
5127	-0,0683594	5127	4,11133	5127	4	5127	-0,0765717
5128	-0,0732422	5128	4,11133	5128	4	5128	-0,0752475
5129	-0,0732422	5129	4,11621	5129	4	5129	-0,0922134
5130	-0,0732422	5130	4,12109	5130	4	5130	-0,106734
5131	-0,0732422	5131	4,11133	5131	4	5131	-0,0650647
5132	-0,078125	5132	4,11621	5132	4	5132	-0,0838171
5133	-0,0732422	5133	4,11133	5133	4	5133	-0,063695
5134	-0,0732422	5134	4,11133	5134	4	5134	-0,0646299
5135	-0,0732422	5135	4,11621	5135	4	5135	-0,0834586
5136	-0,0732422	5136	4,11133	5136	4	5136	-0,0633994
5137	-0,0732422	5137	4,11133	5137	4	5137	-0,0643861
5138	-0,0732422	5138	4,11133	5138	4	5138	-0,0651997
5139	-0,0683594	5139	4,11133	5139	4	5139	-0,0658706
5140	-0,0732422	5140	4,11133	5140	4	5140	-0,0664238
5141	-0,0732422	5141	4,11133	5141	4	5141	-0,0668799
5142	-0,0732422	5142	4,11133	5142	4	5142	-0,067256
5143	-0,0732422	5143	4,11133	5143	4	5143	-0,0675661
5144	-0,0732422	5144	4,11133	5144	4	5144	-0,0678218
5145	-0,0683594	5145	4,11621	5145	4	5145	-0,0860905
5146	-0,0683594	5146	4,11621	5146	4	5146	-0,0836275
5147	-0,0732422	5147	4,11133	5147	4	5147	-0,0635387
5148	-0,0732422	5148	4,11621	5148	4	5148	-0,0825588
5149	-0,0732422	5149	4,11133	5149	4	5149	-0,0626575
5150	-0,0732422	5150	4,11133	5150	4	5150	-0,0637744
5151	-0,078125	5151	4,11133	5151	4	5151	-0,0646953
5152	-0,0732422	5152	4,11133	5152	4	5152	-0,0654547
5153	-0,078125	5153	4,11621	5153	4	5153	-0,0841387
5154	-0,0732422	5154	4,11621	5154	4	5154	-0,082018
5155	-0,0732422	5155	4,12109	5155	4	5155	-0,0983273
5156	-0,078125	5156	4,11133	5156	4	5156	-0,0581328
5157	-0,078125	5157	4,11133	5157	4	5157	-0,0600435
5158	-0,0732422	5158	4,11621	5158	4	5158	-0,0796768
5159	-0,0732422	5159	4,11133	5159	4	5159	-0,0602811
5160	-0,0732422	5160	4,11621	5160	4	5160	-0,0798728
5161	-0,078125	5161	4,11133	5161	4	5161	-0,0604427
5162	-0,078125	5162	4,11133	5162	4	5162	-0,0619481
5163	-0,0683594	5163	4,11621	5163	4	5163	-0,0812473
5164	-0,0732422	5164	4,11133	5164	4	5164	-0,0615761
5165	-0,0732422	5165	4,11133	5165	4	5165	-0,0628827
5166	-0,078125	5166	4,11621	5166	4	5166	-0,0820179
5167	-0,0732422	5167	4,11133	5167	4	5167	-0,0622115
5168	-0,0732422	5168	4,11621	5168	4	5168	-0,0814644
5169	-0,0732422	5169	4,10645	5169	4	5169	-0,0436973
5170	-0,0732422	5170	4,11621	5170	4	5170	-0,0837251
5171	-0,0732422	5171	4,11133	5171	4	5171	-0,0636192
5172	-0,0732422	5172	4,11133	5172	4	5172	-0,0645673
5173	-0,0732422	5173	4,11133	5173	4	5173	-0,0653492
5174	-0,0732422	5174	4,11621	5174	4	5174	-0,0840516
5175	-0,0732422	5175	4,11621	5175	4	5175	-0,0819463
5176	-0,0732422	5176	4,11133	5176	4	5176	-0,0621524
5177	-0,0732422	5177	4,11621	5177	4	5177	-0,0814158
5178	-0,0732422	5178	4,11133	5178	4	5178	-0,061715
5179	-0,078125	5179	4,11621	5179	4	5179	-0,0810551
5180	-0,0732422	5180	4,11133	5180	4	5180	-0,0614176
5181	-0,078125	5181	4,11133	5181	4	5181	-0,062752
5182	-0,0732422	5182	4,11621	5182	4	5182	-0,0819101
5183	-0,0732422	5183	4,11133	5183	4	5183	-0,0621226
5184	-0,0732422	5184	4,11621	5184	4	5184	-0,0813912
5185	-0,0732422	5185	4,11621	5185	4	5185	-0,0797526
5186	-0,0683594	5186	4,11133	5186	4	5186	-0,0603436
5187	-0,0732422	5187	4,11621	5187	4	5187	-0,0799242
5188	-0,0732422	5188	4,11133	5188	4	5188	-0,0604851
5189	-0,0732422	5189	4,11133	5189	4	5189	-0,0619831
5190	-0,0732422	5190	4,11133	5190	4	5190	-0,0632183
5191	-0,0732422	5191	4,11133	5191	4	5191	-0,0642368
5192	-0,0732422	5192	4,11133	5192	4	5192	-0,0650766
5193	-0,0683594	5193	4,11133	5193	4	5193	-0,0657691
5194	-0,078125	5194	4,11133	5194	4	5194	-0,0663401
5195	-0,0732422	5195	4,11133	5195	4	5195	-0,0668109
5196	-0,0732422	5196	4,11133	5196	4	5196	-0,0671991
5197	-0,078125	5197	4,11133	5197	4	5197	-0,0675192
5198	-0,0732422	5198	4,11133	5198	4	5198	-0,0677831
5199	-0,0732422	5199	4,11621	5199	4	5199	-0,0860586
5200	-0,0732422	5200	4,11133	5200	4	5200	-0,0655433
5201	-0,0732422	5201	4,11621	5201	4	5201	-0,0842118
5202	-0,0732422	5202	4,11133	5202	4	5202	-0,0640205
5203	-0,0732422	5203	4,11133	5203	4	5203	-0,0648982
5204	-0,0732422	5204	4,11621	5204	4	5204	-0,0836798
5205	-0,0683594	5205	4,11133	5205	4	5205	-0,0635818
5206	-0,0683594	5206	4,11133	5206	4	5206	-0,0645366
5207	-0,0683594	5207	4,11621	5207	4	5207	-0,0833816
5208	-0,0683594	5208	4,11133	5208	4	5208	-0,063336
5209	-0,078125	5209	4,11133	5209	4	5209	-0,0643338
5210	-0,0732422	5210	4,11133	5210	4	5210	-0,0651566
5211	-0,0732422	5211	4,11621	5211	4	5211	-0,0838929
5212	-0,0732422	5212	4,11621	5212	4	5212	-0,0818154
5213	-0,0732422	5213	4,11621	5213	4	5213	-0,0801023
5214	-0,0683594	5214	4,11133	5214	4	5214	-0,060632
5215	-0,078125	5215	4,11133	5215	4	5215	-0,0621042
5216	-0,0732422	5216	4,11621	5216	4	5216	-0,081376
5217	-0,0732422	5217	4,11133	5217	4	5217	-0,0616822
5218	-0,078125	5218	4,11621	5218	4	5218	-0,081028
5219	-0,0732422	5219	4,10645	5219	4	5219	-0,0433374
5220	-0,0732422	5220	4,11621	5220	4	5220	-0,0834284
5221	-0,0732422	5221	4,11621	5221	4	5221	-0,0814323
5222	-0,0683594	5222	4,11621	5222	4	5222	-0,0797865
5223	-0,0732422	5223	4,11133	5223	4	5223	-0,0603716
5224	-0,0732422	5224	4,11133	5224	4	5224	-0,0618895
5225	-0,0683594	5225	4,11133	5225	4	5225	-0,0631411
5226	-0,0732422	5226	4,11621	5226	4	5226	-0,082231
5227	-0,0732422	5227	4,11133	5227	4	5227	-0,0623872
5228	-0,0683594	5228	4,11621	5228	4	5228	-0,0816093
5229	-0,0732422	5229	4,11133	5229	4	5229	-0,0618746
5230	-0,0683594	5230	4,11133	5230	4	5230	-0,0631288
5231	-0,0732422	5231	4,11133	5231	4	5231	-0,064163
5232	-0,078125	5232	4,11133	5232	4	5232	-0,0650158
5233	-0,078125	5233	4,11133	5233	4	5233	-0,0657189
5234	-0,0732422	5234	4,11133	5234	4	5234	-0,0662987
5235	-0,0732422	5235	4,11133	5235	4	5235	-0,0667768
5236	-0,078125	5236	4,11621	5236	4	5236	-0,0852288
5237	-0,0732422	5237	4,11133	5237	4	5237	-0,0648591
5238	-0,0732422	5238	4,11133	5238	4	5238	-0,0655897
5239	-0,0732422	5239	4,11621	5239	4	5239	-0,08425
5240	-0,0732422	5240	4,11621	5240	4	5240	-0,0821098
5241	-0,0732422	5241	4,11133	5241	4	5241	-0,0622873
5242	-0,0732422	5242	4,11133	5242	4	5242	-0,0634691
5243	-0,0732422	5243	4,11621	5243	4	5243	-0,0825014
5244	-0,0683594	5244	4,11133	5244	4	5244	-0,0626102
5245	-0,0732422	5245	4,10645	5245	4	5245	-0,0456775
5246	-0,0683594	5246	4,11621	5246	-4	5246	-10
5247	-0,0732422	5247	4,11133	5247	-4	5247	-10
5248	-0,078125	5248	4,07227	5248	-4	5248	-10
5249	-0,424805	5249	4,0332	5249	-4	5249	-10
5250	-0,610352	5250	3,95996	5250	-4	5250	-10
5251	-0,830078	5251	3,85742	5251	-4	5251	-10
5252	-1,09863	5252	3,73047	5252	-4	5252	-10
5253	-1,29883	5253	3,58398	5253	-4	5253	-9,86719
5254	-1,44043	5254	3,41309	5254	-4	5254	-8,32901
5255	-1,60645	5255	3,22754	5255	-4	5255	-6,98791
5256	-1,75781	5256	3,0127	5256	-4	5256	-5,75357
5257	-1,85059	5257	2,80273	5257	-4	5257	-4,73047
5258	-1,93848	5258	2,39746	5258	-4	5258	-3,14171
5259	-2,00195	5259	2,32422	5259	-4	5259	-3,01553
5260	-1,97754	5260	2,08984	5260	-4	5260	-2,30761
5261	-2,00684	5261	1,85059	5261	-4	5261	-1,68034
5262	-2,00195	5262	1,60156	5262	-4	5262	-1,10097
5263	-1,96777	5263	1,36719	5263	-4	5263	-0,650334
5264	-1,94336	5264	1,13281	5264	-4	5264	-0,253263
5265	-1,90918	5265	0,908203	5265	-4	5265	0,0635239
5266	-1,84082	5266	0,678711	5266	-4	5266	0,367223
5267	-1,80176	5267	0,463867	5267	-4	5267	0,588431
5268	-1,72852	5268	0,249023	5268	-4	5268	0,794199
5269	-1,67969	5269	0,0390625	5269	-4	5269	0,969178
5270	-1,63086	5270	-0,151367	5270	-4	5270	1,06407
5271	-1,55273	5271	-0,34668	5271	-4	5271	1,18108
5272	-1,48438	5272	-0,522461	5272	-4	5272	1,22658
5273	-1,42578	5273	-0,688477	5273	-4	5273	1,24709
5274	-1,37207	5274	-0,864258	5274	-4	5274	1,31819
5275	-1,31348	5275	-1,02051	5275	-4	5275	1,3237
5276	-1,23535	5276	-1,15234	5276	-4	5276	1,25495
5277	-1,19141	5277	-1,29395	5277	-4	5277	1,24871
5278	-1,12305	5278	-1,43066	5278	-4	5278	1,24092
5279	-1,05469	5279	-1,55762	5279	-4	5279	1,21324
5280	-1,00098	5280	-1,68945	5280	-4	5280	1,22229
5281	-0,942383	5281	-1,77734	5281	-4	5281	1,08157
5282	-0,874024	5282	-1,89453	5282	-4	5282	1,08345
5283	-0,844727	5283	-1,99219	5283	-4	5283	1,02551
5284	-0,795899	5284	-2,07031	5284	-4	5284	0,91613
5285	-0,771484	5285	-2,16309	5285	-4	5285	0,888608
5286	-0,727539	5286	-2,23633	5286	-4	5286	0,803775
5287	-0,688477	5287	-2,33887	5287	-4	5287	0,850139
5288	-0,65918	5288	-2,39258	5288	-4	5288	0,718943
5289	-0,605469	5289	-2,46582	5289	-4	5289	0,688838
5290	-0,566406	5290	-2,53906	5290	-4	5290	0,671981
5291	-0,556641	5291	-2,57813	5291	-4	5291	0,539644
5292	-0,522461	5292	-2,6416	5292	-4	5292	0,525061
5293	-0,493164	5293	-2,7002	5293	-4	5293	0,501884
5294	-0,46875	5294	-2,75879	5294	-4	5294	0,489146
5295	-0,463867	5295	-2,80762	5295	-4	5295	0,4489
5296	-0,439453	5296	-2,83691	5296	-4	5296	0,348795
5297	-0,395508	5297	-2,86621	5297	-4	5297	0,269439
5298	-0,385742	5298	-2,91504	5298	-4	5298	0,279423
5299	-0,34668	5299	-2,95898	5299	-4	5299	0,274909
5300	-0,351563	5300	-2,99805	5300	-4	5300	0,257909
5301	-0,341797	5301	-3,02734	5301	-4	5301	0,212024
5302	-0,322266	5302	-3,08106	5302	-4	5302	0,267666
5303	-0,307617	5303	-3,09082	5303	-4	5303	0,156867
5304	-0,292969	5304	-3,11523	5304	-4	5304	0,120742
5305	-0,297852	5305	-3,14453	5305	-4	5305	0,111669
5306	-0,268555	5306	-3,16406	5306	-4	5306	0,0712584
5307	-0,27832	5307	-3,19824	5307	-4	5307	0,0942353
5308	-0,239258	5308	-3,21289	5308	-4	5308	0,0446676
5309	-0,249023	5309	-3,24219	5309	-4	5309	0,0595629
5310	-0,224609	5310	-3,27148	5310	-4	5310	0,0750316
5311	-0,244141	5311	-3,27637	5311	-4	5311	0,00068398
5312	-0,234375	5312	-3,28613	5312	-4	5312	-0,0420312
5313	-0,195313	5313	-3,30078	5313	-4	5313	-0,0581325
5314	-0,200195	5314	-3,31543	5314	-4	5314	-0,0698156
5315	-0,195313	5315	-3,33496	5315	-4	5315	-0,0597979
5316	-0,195313	5316	-3,33984	5316	-4	5316	-0,103587
5317	-0,161133	5317	-3,34961	5317	-4	5317	-0,121104
5318	-0,15625	5318	-3,35938	5318	-4	5318	-0,134487
5319	-0,170898	5319	-3,35938	5319	-4	5319	-0,180574
5320	-0,161133	5320	-3,38379	5320	-4	5320	-0,128287
5321	-0,146484	5321	-3,46191	5321	-4	5321	0,116118
5322	-0,146484	5322	-3,39844	5322	-4	5322	-0,197534
5323	-0,136719	5323	-3,40332	5323	-4	5323	-0,210254
5324	-0,141602	5324	-3,41309	5324	-4	5324	-0,202154
5325	-0,141602	5325	-3,4082	5325	-4	5325	-0,248586
5326	-0,146484	5326	-3,41309	5326	-4	5326	-0,251287
5327	-0,136719	5327	-3,41797	5327	-4	5327	-0,252984
5328	-0,146484	5328	-3,42773	5328	-4	5328	-0,235793
5329	-0,136719	5329	-3,42285	5329	-4	5329	-0,27473
5330	-0,141602	5330	-3,43262	5330	-4	5330	-0,253194
5331	-0,131836	5331	-3,42285	5331	-4	5331	-0,306605
5332	-0,146484	5332	-3,4375	5332	-4	5332	-0,261419
5333	-0,141602	5333	-3,42285	5333	-4	5333	-0,330913
5334	-0,136719	5334	-3,41797	5334	-4	5334	-0,353694
5335	-0,151367	5335	-3,43262	5335	-4	5335	-0,300777
5336	-0,141602	5336	-3,43262	5336	-4	5336	-0,309725
5337	-0,136719	5337	-3,43262	5337	-4	5337	-0,317102
5338	-0,131836	5338	-3,42285	5338	-4	5338	-0,359301
5339	-0,141602	5339	-3,22754	5339	-4	5339	-1,08136
5340	-0,146484	5340	-3,40332	5340	-4	5340	-0,325585
5341	-0,146484	5341	-3,43262	5341	-4	5341	-0,22502
5342	-0,146484	5342	-3,41797	5342	-4	5342	-0,301431
5343	-0,146484	5343	-3,43262	5343	-4	5343	-0,257684
5344	-0,146484	5344	-3,43262	5344	-4	5344	-0,274191
5345	-0,131836	5345	-3,42773	5345	-4	5345	-0,305861
5346	-0,141602	5346	-3,4375	5346	-4	5346	-0,278332
5347	-0,131836	5347	-3,43262	5347	-4	5347	-0,308744
5348	-0,146484	5348	-3,43262	5348	-4	5348	-0,316293
5349	-0,136719	5349	-3,42285	5349	-4	5349	-0,358634
5350	-0,146484	5350	-3,42773	5350	-4	5350	-0,340436
5351	-0,146484	5351	-3,42285	5351	-4	5351	-0,361014
5352	-0,146484	5352	-3,42773	5352	-4	5352	-0,342398
5353	-0,141602	5353	-3,42773	5353	-4	5353	-0,344575
5354	-0,141602	5354	-3,42285	5354	-4	5354	-0,364427
5355	-0,131836	5355	-3,39844	5355	-4	5355	-0,453559
5356	-0,146484	5356	-3,42285	5356	-4	5356	-0,349131
5357	-0,141602	5357	-3,43262	5357	-4	5357	-0,314542
5358	-0,136719	5358	-3,42773	5358	-4	5358	-0,339132
5359	-0,141602	5359	-3,42773	5359	-4	5359	-0,341882
5360	-0,151367	5360	-3,43262	5360	-4	5360	-0,326091
5361	-0,141602	5361	-3,42773	5361	-4	5361	-0,348655
5362	-0,146484	5362	-3,43262	5362	-4	5362	-0,331676
5363	-0,136719	5363	-3,42773	5363	-4	5363	-0,353261
5364	-0,141602	5364	-3,43262	5364	-4	5364	-0,335474
5365	-0,146484	5365	-3,43262	5365	-4	5365	-0,338334
5366	-0,146484	5366	-3,43262	5366	-4	5366	-0,340692
5367	-0,146484	5367	-3,41797	5367	-4	5367	-0,396811
5368	-0,146484	5368	-3,41797	5368	-4	5368	-0,390503
5369	-0,146484	5369	-3,43262	5369	-4	5369	-0,331129
5370	-0,141602	5370	-3,42773	5370	-4	5370	-0,352809
5371	-0,141602	5371	-3,58887	5371	-4	5371	0,242749
5372	-0,151367	5372	-3,43262	5372	-4	5372	-0,422409
5373	-0,146484	5373	-3,42773	5373	-4	5373	-0,428075
5374	-0,141602	5374	-3,43262	5374	-4	5374	-0,397163
5375	-0,141602	5375	-3,4375	5375	-4	5375	-0,371143
5376	-0,146484	5376	-3,42773	5376	-4	5376	-0,40333
5377	-0,146484	5377	-3,42285	5377	-4	5377	-0,412874
5378	-0,146484	5378	-3,42285	5378	-4	5378	-0,403218
5379	-0,146484	5379	-3,43262	5379	-4	5379	-0,35914
5380	-0,131836	5380	-3,43262	5380	-4	5380	-0,357848
5381	-0,146484	5381	-3,43262	5381	-4	5381	-0,356783
5382	-0,126953	5382	-3,42773	5382	-4	5382	-0,373963
5383	-0,136719	5383	-3,41797	5383	-4	5383	-0,406717
5384	-0,141602	5384	-3,41797	5384	-4	5384	-0,398672
5385	-0,141602	5385	-3,43262	5385	-4	5385	-0,337865
5386	-0,146484	5386	-3,42285	5386	-4	5386	-0,376421
5387	-0,146484	5387	-3,43262	5387	-4	5387	-0,337044
5388	-0,151367	5388	-3,42285	5388	-4	5388	-0,375745
5389	-0,136719	5389	-3,42773	5389	-4	5389	-0,354544
5390	-0,136719	5390	-3,43262	5390	-4	5390	-0,336532
5391	-0,131836	5391	-3,42773	5391	-4	5391	-0,357264
5392	-0,141602	5392	-3,42773	5392	-4	5392	-0,356833
5393	-0,141602	5393	-3,42285	5393	-4	5393	-0,374535
5394	-0,146484	5394	-3,4375	5394	-4	5394	-0,317431
5395	-0,146484	5395	-3,42773	5395	-4	5395	-0,359041
5396	-0,146484	5396	-3,43262	5396	-4	5396	-0,34024
5397	-0,146484	5397	-3,42773	5397	-4	5397	-0,360322
5398	-0,146484	5398	-3,43262	5398	-4	5398	-0,341296
5399	-0,146484	5399	-3,43262	5399	-4	5399	-0,343135
5400	-0,136719	5400	-3,4375	5400	-4	5400	-0,326593
5401	-0,141602	5401	-3,42285	5401	-4	5401	-0,384654
5402	-0,141602	5402	-3,41797	5402	-4	5402	-0,398006
5403	-0,131836	5403	-3,52539	5403	-4	5403	0,00578344
5404	-0,151367	5404	-3,42773	5404	-4	5404	-0,408012
5405	-0,131836	5405	-3,43262	5405	-4	5405	-0,38062
5406	-0,146484	5406	-3,42285	5406	-4	5406	-0,411675
5407	-0,141602	5407	-3,42773	5407	-4	5407	-0,384171
5408	-0,136719	5408	-3,23242	5408	-4	5408	-1,10133
5409	-0,146484	5409	-3,42773	5409	-4	5409	-0,269294
5410	-0,141602	5410	-3,4375	5410	-4	5410	-0,24818
5411	-0,146484	5411	-3,41797	5411	-4	5411	-0,338055
5412	-0,146484	5412	-3,43262	5412	-4	5412	-0,287882
5413	-0,151367	5413	-3,42285	5413	-4	5413	-0,335208
5414	-0,141602	5414	-3,43262	5414	-4	5414	-0,303061
5415	-0,146484	5415	-3,43262	5415	-4	5415	-0,311608
5416	-0,131836	5416	-3,4375	5416	-4	5416	-0,300597
5417	-0,131836	5417	-3,43262	5417	-4	5417	-0,327103
5418	-0,136719	5418	-3,42773	5418	-4	5418	-0,34949
5419	-0,146484	5419	-3,43262	5419	-4	5419	-0,332364
5420	-0,141602	5420	-3,42773	5420	-4	5420	-0,353828
5421	-0,141602	5421	-3,42773	5421	-4	5421	-0,353999
5422	-0,146484	5422	-3,43262	5422	-4	5422	-0,336083
5423	-0,146484	5423	-3,42773	5423	-4	5423	-0,356894
5424	-0,131836	5424	-3,33008	5424	-4	5424	-0,717684
5425	-0,146484	5425	-3,42773	5425	-4	5425	-0,303486
5426	-0,146484	5426	-3,42773	5426	-4	5426	-0,31249
5427	-0,146484	5427	-3,42285	5427	-4	5427	-0,337971
5428	-0,136719	5428	-3,4375	5428	-4	5428	-0,287282
5429	-0,146484	5429	-3,42773	5429	-4	5429	-0,334181
5430	-0,141602	5430	-3,42773	5430	-4	5430	-0,3378
5431	-0,146484	5431	-3,42285	5431	-4	5431	-0,358841
5432	-0,136719	5432	-3,41797	5432	-4	5432	-0,376722
5433	-0,141602	5433	-3,43262	5433	-4	5433	-0,319765
5434	-0,141602	5434	-3,42773	5434	-4	5434	-0,343439
5435	-0,141602	5435	-3,43262	5435	-4	5435	-0,327375
5436	-0,131836	5436	-3,43262	5436	-4	5436	-0,331656
5437	-0,141602	5437	-3,43262	5437	-4	5437	-0,335186
5438	-0,136719	5438	-3,41797	5438	-4	5438	-0,39227
5439	-0,141602	5439	-3,43262	5439	-4	5439	-0,332586
5440	-0,146484	5440	-3,51074	5440	-4	5440	-0,0470275
5441	-0,136719	5441	-3,43262	5441	-4	5441	-0,38092
5442	-0,151367	5442	-3,42285	5442	-4	5442	-0,411923
5443	-0,136719	5443	-3,4375	5443	-4	5443	-0,34826
5444	-0,136719	5444	-3,43262	5444	-4	5444	-0,366404
5445	-0,141602	5445	-3,42773	5445	-4	5445	-0,381895
5446	-0,141602	5446	-3,43262	5446	-4	5446	-0,359085
5447	-0,136719	5447	-3,41797	5447	-4	5447	-0,411976
5448	-0,141602	5448	-3,43262	5448	-4	5448	-0,348835
5449	-0,146484	5449	-3,43262	5449	-4	5449	-0,349351
5450	-0,131836	5450	-3,41797	5450	-4	5450	-0,40395
5451	-0,141602	5451	-3,43262	5451	-4	5451	-0,342217
5452	-0,146484	5452	-3,42285	5452	-4	5452	-0,38001
5453	-0,146484	5453	-3,42773	5453	-4	5453	-0,358061
5454	-0,141602	5454	-3,42773	5454	-4	5454	-0,35749
5455	-0,141602	5455	-3,42773	5455	-4	5455	-0,357019
5456	-0,141602	5456	-3,43262	5456	-4	5456	-0,338572
5457	-0,146484	5457	-3,43262	5457	-4	5457	-0,340889
5458	-0,146484	5458	-3,43262	5458	-4	5458	-0,342799
5459	-0,136719	5459	-3,41797	5459	-4	5459	-0,398548
5460	-0,146484	5460	-3,42773	5460	-4	5460	-0,35582
5461	-0,146484	5461	-3,42773	5461	-4	5461	-0,355642
5462	-0,136719	5462	-3,41797	5462	-4	5462	-0,391611
5463	-0,141602	5463	-3,42773	5463	-4	5463	-0,3501
5464	-0,141602	5464	-3,43262	5464	-4	5464	-0,332867
5465	-0,146484	5465	-3,42773	5465	-4	5465	-0,354243
5466	-0,136719	5466	-3,43262	5466	-4	5466	-0,336283
5467	-0,141602	5467	-3,42773	5467	-4	5467	-0,35706
5468	-0,136719	5468	-3,42773	5468	-4	5468	-0,356664
5469	-0,146484	5469	-3,43262	5469	-4	5469	-0,33828
5470	-0,0732422	5470	-3,43262	5470	-4	5470	-0,340648
5471	-0,0732422	5471	-3,42285	5471	-4	5471	-0,378716
5472	-0,078125	5472	-3,42773	5472	-4	5472	-0,356994
5473	-0,0732422	5473	-3,42285	5473	-4	5473	-0,374668
5474	-0,0634766	5474	-3,42773	5474	-4	5474	-0,353656
5475	-0,0634766	5475	-3,42285	5475	-4	5475	-0,371916
5476	-0,0732422	5476	-3,43262	5476	-4	5476	-0,333329
5477	-0,0634766	5477	-3,31055	5477	-4	5477	-0,788012
5478	-0,0732422	5478	-3,42773	5478	-4	5478	-0,291369
5479	-0,0683594	5479	-3,41797	5479	-4	5479	-0,338614
5480	-0,078125	5480	-3,43262	5480	-4	5480	-0,288343
5481	-0,078125	5481	-3,42773	5481	-4	5481	-0,317529
5482	-0,0683594	5482	-3,4375	5482	-4	5482	-0,287953
5483	-0,0634766	5483	-3,42773	5483	-4	5483	-0,334735
5484	-0,0683594	5484	-3,41797	5484	-4	5484	-0,374372
5485	-0,078125	5485	-3,43262	5485	-4	5485	-0,317828
5486	-0,0732422	5486	-3,43262	5486	-4	5486	-0,323784
5487	-0,078125	5487	-3,43262	5487	-4	5487	-0,328695
5488	-0,0732422	5488	-3,42773	5488	-4	5488	-0,350802
5489	-0,078125	5489	-3,42773	5489	-4	5489	-0,351504
5490	-0,078125	5490	-3,42773	5490	2	5490	10
5491	-0,0732422	5491	-3,41797	5491	2	5491	10
5492	-0,0634766	5492	-3,39844	5492	2	5492	10
5493	0,268555	5493	-3,36426	5493	2	5493	10
5494	0,595703	5494	-3,26172	5494	2	5494	10
5495	0,810547	5495	-3,16406	5495	2	5495	9,56269
5496	1,0498	5496	-3,03711	5496	2	5496	7,97723
5497	1,23047	5497	-2,86621	5497	2	5497	6,49359
5498	1,36719	5498	-2,7002	5498	2	5498	5,2697
5499	1,47461	5499	-2,50488	5499	2	5499	4,13413
5500	1,55273	5500	-2,30957	5500	2	5500	3,17653
5501	1,5918	5501	-2,09961	5501	2	5501	2,31152
5502	1,61133	5502	-1,87988	5502	2	5502	1,53931
5503	1,61621	5503	-1,6748	5503	2	5503	0,932849
5504	1,61133	5504	-1,46973	5504	2	5504	0,410477
5505	1,59668	5505	-1,25488	5505	2	5505	-0,0786724
5506	1,50879	5506	-1,05469	5506	2	5506	-0,451202
5507	1,50879	5507	-0,869141	5507	2	5507	-0,725977
5508	1,45508	5508	-0,664063	5508	2	5508	-1,04496
5509	1,39648	5509	-0,46875	5509	2	5509	-1,29417
5510	1,34277	5510	-0,327148	5510	2	5510	-1,32227
5511	1,2793	5511	-0,131836	5511	2	5511	-1,55948
5512	1,20117	5512	0,0195313	5512	2	5512	-1,6138
5513	1,13281	5513	0,170898	5513	2	5513	-1,67505
5514	1,06934	5514	0,3125	5514	2	5514	-1,7059
5515	1,02051	5515	0,463867	5515	2	5515	-1,78286
5516	0,952149	5516	0,585938	5516	2	5516	-1,75444
5517	0,874024	5517	0,698242	5517	2	5517	-1,70816
5518	0,805664	5518	0,81543	5518	2	5518	-1,70028
5519	0,751953	5519	0,922852	5519	2	5519	-1,67041
5520	0,703125	5520	1,01074	5520	2	5520	-1,58523
5521	0,629883	5521	1,1084	5521	2	5521	-1,56067
5522	0,595703	5522	1,18652	5522	2	5522	-1,47882
5523	0,537109	5523	1,26465	5523	2	5523	-1,41982
5524	0,517578	5524	1,33789	5524	2	5524	-1,36161
5525	0,449219	5525	1,40137	5525	2	5525	-1,28546
5526	0,415039	5526	1,45508	5526	2	5526	-1,19346
5527	0,380859	5527	1,50391	5527	2	5527	-1,10539
5528	0,351563	5528	1,55273	5528	2	5528	-1,03808
