tempo                     vel                         tempo            pos                tempo               in                    tempo         esf
                      1149                   -0,483398             1149            9,31152                1149                    -6          1149        -1,31771
                      1150                   -0,493164             1150            9,24317                1150                    -6          1150        -1,31095
                      1151                   -0,478516             1151            9,18945                1151                     6          1151          5,7939
                      1152                   -0,478516             1152            9,13574                1152                     6          1152         5,36812
                      1153                   -0,463867             1153             9,0918                1153                     6          1153         4,97623
                      1154                   -0,385742             1154            9,06738                1154                     6          1154         4,58555
                      1155                   -0,375977             1155            9,04297                1155                     6          1155         4,27262
                      1156                   -0,375977             1156            9,04297                1156                     6          1156         3,99653
                      1157                   -0,375977             1157            9,05274                1157                     6          1157         3,74805
                      1158                   0,0976563             1158            9,06738                1158                     6          1158         3,24367
                      1159                   0,0927734             1159            9,09668                1159                     6          1159         3,06214
                      1160                    0,195313             1160            9,13086                1160                     6          1160         2,83521
                      1161                    0,273438             1161            9,16016                1161                     6          1161         2,64301
                      1162                    0,273438             1162            9,19434                1162                     6          1162         2,51449
                      1163                      0,3125             1163            9,22363                1163                     6          1163         2,37566
                      1164                     0,34668             1164            9,27246                1164                     6          1164         2,25268
                      1165                    0,366211             1165            9,31152                1165                     6          1165         2,14988
                      1166                    0,380859             1166            9,35547                1166                     6          1166         2,05979
                      1167                    0,400391             1167           -9,80957                1167                     6          1167         1,97546
                      1168                    0,390625             1168           -9,75586                1168                     6          1168         1,91647
                      1169                    0,405273             1169           -9,70215                1169                     6          1169         1,84914
                      1170                    0,410156             1170           -9,65332                1170                     6          1170         1,79398
                      1171                    0,419922             1171           -9,60938                1171                     6          1171         1,74133
                      1172                    0,429688             1172           -9,56543                1172                     6          1172         1,69371
                      1173                    0,415039             1173           -9,49707                1173                     6          1173          1,6651
                      1174                    0,439453             1174           -9,45313                1174                     6          1174         1,61653
                      1175                    0,439453             1175           -9,39453                1175                     6          1175         1,58672
                      1176                    0,444336             1176            -9,3457                1176                     6          1176         1,55699
                      1177                    0,449219             1177           -9,30176                1177                     6          1177         1,53013
                      1178                    0,463867             1178            -9,2334                1178                     6          1178         1,50004
                      1179                     0,46875             1179           -9,17969                1179                     6          1179          1,4784
                      1180                    0,488281             1180           -9,11621                1180                     6          1180         1,45013
                      1181                    0,493164             1181           -9,06738                1181                     6          1181         1,43291
                      1182                     0,50293             1182           -8,99414                1182                     6          1182         1,41439
                      1183                    0,498047             1183           -8,93555                1183                     6          1183         1,40619
                      1184                    0,527344             1184           -8,87207                1184                     6          1184         1,37865
                      1185                    0,527344             1185           -8,80371                1185                     6          1185         1,37054
                      1186                    0,541992             1186           -8,73047                1186                     6          1186         1,35456
                      1187                    0,541992             1187           -8,67188                1187                     6          1187         1,34852
                      1188                    0,537109             1188           -8,59863                1188                     6          1188         1,34597
                      1189                    0,546875             1189           -8,54492                1189                     6          1189         1,33511
                      1190                    0,546875             1190           -8,47656                1190                     6          1190         1,33089
                      1191                    0,541992             1191           -8,41797                1191                     6          1191         1,32999
                      1192                    0,537109             1192           -8,34961                1192                     6          1192         1,32929
                      1193                    0,517578             1193           -8,28613                1193                     6          1193         1,33747
                      1194                    0,522461             1194           -8,21777                1194                     6          1194         1,33081
                      1195                    0,512695             1195           -8,16895                1195                     6          1195         1,33339
                      1196                    0,507813             1196            -8,0957                1196                     6          1196         1,33305
                      1197                    0,498047             1197           -8,03711                1197                     6          1197         1,33576
                      1198                    0,473633             1198           -7,97852                1198                     6          1198          1,3471
                      1199                    0,483398             1199           -7,93457                1199                     6          1199         1,33763
                      1200                    0,478516             1200           -7,87109                1200                     6          1200         1,33756
                      1201                    0,458984             1201            -7,8125                1201                     6          1201          1,3463
                      1202                    0,483398             1202           -7,76367                1202                     6          1202         1,32858
                      1203                    0,473633             1203           -7,69531                1203                     6          1203          1,3323
                      1204                    0,473633             1204            -7,6416                1204                     6          1204          1,3301
                      1205                    0,473633             1205           -7,57813                1205                     6          1205         1,32812
                      1206                    0,483398             1206           -7,51465                1206                     6          1206         1,32055
                      1207                    0,488281             1207           -7,46094                1207                     6          1207          1,3164
                      1208                    0,498047             1208           -7,41211                1208                     6          1208         1,30966
                      1209                     0,50293             1209           -7,34375                1209                     6          1209         1,30625
                      1210                     0,50293             1210           -7,28516                1210                     6          1210         1,30596
                      1211                    0,507813             1211           -7,22168                1211                     6          1211          1,3028
                      1212                    0,517578             1212           -7,14844                1212                     6          1212         1,29695
                      1213                    0,522461             1213           -7,09961                1213                     6          1213         1,29435
                      1214                    0,532227             1214           -7,03125                1214                     6          1214           1,289
                      1215                    0,532227             1215           -6,96777                1215                     6          1215         1,28974
                      1216                    0,532227             1216           -6,89453                1216                     6          1216         1,29041
                      1217                    0,532227             1217           -6,83594                1217                     6          1217         1,29101
                      1218                    0,537109             1218           -6,77246                1218                     6          1218         1,28865
                      1219                    0,527344             1219            -6,7041                1219                     6          1219          1,2951
                      1220                    0,517578             1220           -6,65039                1220                     6          1220         1,30114
                      1221                    0,507813             1221            -6,5918                1221                     6          1221          1,3068
                      1222                     0,50293             1222           -6,51856                1222                     6          1222         1,30923
                      1223                    0,493164             1223           -6,47461                1223                     6          1223         1,31444
                      1224                    0,488281             1224           -6,40625                1224                     6          1224         1,31645
                      1225                    0,473633             1225           -6,34766                1225                     6          1225         1,32417
                      1226                    0,473633             1226           -6,29395                1226                     6          1226         1,32279
                      1227                    0,463867             1227           -6,23047                1227                     6          1227         1,32733
                      1228                    0,458984             1228           -6,18164                1228                     6          1228         1,32875
                      1229                    0,444336             1229           -6,11816                1229                     6          1229         1,33594
                      1230                    0,454102             1230           -6,07422                1230                     6          1230         1,32828
                      1231                    0,444336             1231           -6,01563                1231                     6          1231         1,33273
                      1232                    0,444336             1232           -5,97168                1232                     6          1232         1,33118
                      1233                    0,444336             1233            -5,9082                1233                     6          1233         1,32979
                      1234                    0,454102             1234           -5,84961                1234                     6          1234         1,32275
                      1235                    0,463867             1235            -5,7959                1235                     6          1235         1,31618
                      1236                    0,463867             1236           -5,73242                1236                     6          1236         1,31582
                      1237                    0,473633             1237           -5,67383                1237                     6          1237         1,30971
                      1238                     0,46875             1238           -5,62012                1238                     6          1238         1,31267
                      1239                    0,478516             1239           -5,56641                1239                     6          1239         1,30676
                      1240                    0,488281             1240            -5,5127                1240                     6          1240         1,30121
                      1241                    0,498047             1241           -5,43945                1241                     6          1241         1,29598
                      1242                     0,50293             1242           -5,39063                1242                     6          1242         1,29394
                      1243                    0,507813             1243           -5,32715                1243                     6          1243         1,29199
                      1244                    0,512695             1244           -5,26367                1244                     6          1244         1,29011
                      1245                    0,507813             1245           -5,19531                1245                     6          1245          1,2941
                      1246                    0,512695             1246           -5,13184                1246                     6          1246         1,29202
                      1247                    0,512695             1247           -5,07324                1247                     6          1247         1,29292
                      1248                    0,512695             1248           -5,00488                1248                     6          1248         1,29373
                      1249                     0,50293             1249           -4,94629                1249                     6          1249         1,30025
                      1250                    0,488281             1250           -4,90234                1250                     6          1250         1,30924
                      1251                    0,483398             1251            -4,8291                1251                     6          1251          1,3119
                      1252                    0,478516             1252           -4,76563                1252                     6          1252          1,3144
                      1253                     0,46875             1253           -4,71191                1253                     6          1253         1,31966
                      1254                    0,463867             1254           -4,66309                1254                     6          1254         1,32174
                      1255                    0,458984             1255           -4,61914                1255                     6          1255         1,32372
                      1256                    0,449219             1256           -4,55566                1256                     6          1256         1,32851
                      1257                    0,454102             1257           -4,49219                1257                     6          1257         1,32438
                      1258                    0,449219             1258           -4,44336                1258                     6          1258         1,32633
                      1259                    0,444336             1259           -4,39453                1259                     6          1259          1,3282
                      1260                    0,444336             1260           -4,32617                1260                     6          1260          1,3271
                      1261                    0,439453             1261           -4,27734                1261                     6          1261         1,32901
                      1262                    0,444336             1262            -4,2334                1262                     6          1262         1,32506
                      1263                    0,444336             1263           -4,17481                1263                     6          1263         1,32428
                      1264                    0,419922             1264           -4,13086                1264                     6          1264         1,33804
                      1265                    0,454102             1265           -4,07227                1265                     6          1265         1,31628
                      1266                    0,463867             1266           -4,00879                1266                     6          1266         1,31036
                      1267                    0,463867             1267            -3,9502                1267                     6          1267         1,31059
                      1268                    0,478516             1268           -3,90625                1268                     6          1268         1,30211
                      1269                    0,473633             1269           -3,84277                1269                     6          1269          1,3057
                      1270                    0,488281             1270           -3,76953                1270                     6          1270         1,29748
                      1271                    0,493164             1271           -3,71582                1271                     6          1271         1,29552
                      1272                    0,512695             1272           -3,65234                1272                     6          1272         1,28496
                      1273                    0,517578             1273           -3,59375                1273                     6          1273         1,28367
                      1274                    0,512695             1274           -3,53027                1274                     6          1274         1,28819
                      1275                    0,512695             1275           -3,47656                1275                     6          1275         1,28947
                      1276                    0,517578             1276           -3,39844                1276                     6          1276         1,28774
                      1277                    0,512695             1277           -3,34473                1277                     6          1277         1,29184
                      1278                    0,512695             1278           -3,29102                1278                     6          1278         1,29276
                      1279                     0,50293             1279           -3,21777                1279                     6          1279         1,29938
                      1280                    0,488281             1280           -3,15918                1280                     6          1280         1,30846
                      1281                    0,483398             1281           -3,10547                1281                     6          1281         1,31119
                      1282                    0,473633             1282           -3,05176                1282                     6          1282         1,31666
                      1283                    0,473633             1283           -2,98828                1283                     6          1283         1,31602
                      1284                     0,46875             1284           -2,93457                1284                     6          1284         1,31835
                      1285                    0,454102             1285           -2,87598                1285                     6          1285         1,32634
                      1286                    0,454102             1286           -2,82227                1286                     6          1286          1,3252
                      1287                    0,454102             1287           -2,77344                1287                     6          1287         1,32417
                      1288                     0,43457             1288           -2,72461                1288                     6          1288         1,33483
                      1289                    0,449219             1289            -2,6709                1289                     6          1289         1,32462
                      1290                     0,43457             1290            -2,6123                1290                     6          1290         1,33245
                      1291                    0,444336             1291           -2,55371                1291                     6          1291         1,32537
                      1292                    0,444336             1292               -2,5                1292                     6          1292         1,32456
                      1293                     0,43457             1293           -2,44141                1293                     6          1293         1,32962
                      1294                    0,444336             1294           -2,39746                1294                     6          1294         1,32282
                      1295                    0,454102             1295            -2,3291                1295                     6          1295         1,31648
                      1296                     0,46875             1296           -2,28516                1296                     6          1296         1,30764
                      1297                    0,473633             1297           -2,22656                1297                     6          1297         1,30513
                      1298                    0,478516             1298           -2,17285                1298                     6          1298         1,30275
                      1299                    0,483398             1299           -2,11426                1299                     6          1299         1,30049
                      1300                    0,493164             1300           -2,05078                1300                     6          1300         1,29546
                      1301                    0,498047             1301           -1,99707                1301                     6          1301         1,29358
                      1302                    0,385742             1302           -1,91895                1302                     6          1302         1,36124
                      1303                    0,507813             1303           -1,86035                1303                     6          1303         1,28588
                      1304                    0,507813             1304           -1,80176                1304                     6          1304         1,28751
                      1305                    0,512695             1305           -1,73828                1305                     6          1305         1,28608
                      1306                    0,517578             1306           -1,67969                1306                     6          1306         1,28468
                      1307                    0,512695             1307           -1,61133                1307                     6          1307          1,2891
                      1308                    0,507813             1308           -1,54785                1308                     6          1308         1,29319
                      1309                     0,50293             1309           -1,48926                1309                     6          1309         1,29698
                      1310                    0,493164             1310           -1,43555                1310                     6          1310         1,30341
                      1311                    0,493164             1311           -1,37695                1311                     6          1311         1,30363
                      1312                    0,483398             1312           -1,31836                1312                     6          1312         1,30963
                      1313                    0,473633             1313           -1,25488                1313                     6          1313         1,31525
                      1314                     0,46875             1314           -1,19629                1314                     6          1314         1,31765
                      1315                    0,449219             1315           -1,14258                1315                     6          1315         1,32861
                      1316                    0,458984             1316            -1,0791                1316                     6          1316         1,32157
                      1317                    0,454102             1317           -1,03516                1317                     6          1317         1,32368
                      1318                     0,43457             1318          -0,986328                1318                     6          1318         1,33439
                      1319                    0,458984             1319          -0,932617                1319                     6          1319         1,31843
                      1320                    0,444336             1320          -0,874024                1320                     6          1320         1,32665
                      1321                    0,449219             1321          -0,825195                1321                     6          1321         1,32281
                      1322                    0,449219             1322          -0,771484                1322                     6          1322         1,32214
                      1323                    0,454102             1323          -0,717774                1323                     6          1323         1,31864
                      1324                    0,458984             1324           -0,65918                1324                     6          1324         1,31538
                      1325                    0,463867             1325          -0,595703                1325                     6          1325         1,31232
                      1326                    0,473633             1326          -0,537109                1326                     6          1326         1,30656
                      1327                    0,483398             1327          -0,473633                1327                     6          1327         1,30115
                      1328                    0,478516             1328          -0,429688                1328                     6          1328         1,30473
                      1329                    0,493164             1329          -0,366211                1329                     6          1329         1,29649
                      1330                     0,50293             1330          -0,302734                1330                     6          1330         1,29162
                      1331                    0,512695             1331          -0,234375                1331                     6          1331           1,287
                      1332                    0,517578             1332          -0,180664                1332                     6          1332         1,28551
                      1333                    0,512695             1333          -0,117188                1333                     6          1333         1,28984
                      1334                    0,517578             1334         -0,0537109                1334                     6          1334         1,28807
                      1335                    0,522461             1335         0,00976563                1335                     6          1335         1,28635
                      1336                    0,512695             1336           0,078125                1336                     6          1336         1,29338
                      1337                    0,512695             1337           0,136719                1337                     6          1337         1,29415
                      1338                     0,50293             1338            0,19043                1338                     6          1338         1,30062
                      1339                    0,493164             1339           0,253906                1339                     6          1339         1,30669
                      1340                    0,488281             1340           0,307617                1340                     6          1340         1,30948
                      1341                    0,478516             1341           0,366211                1341                     6          1341           1,315
                      1342                    0,478516             1342           0,415039                1342                     6          1342         1,31442
                      1343                     0,46875             1343           0,483398                1343                     6          1343         1,31968
                      1344                     0,46875             1344           0,537109                1344                     6          1344         1,31886
                      1345                    0,454102             1345           0,600586                1345                     6          1345          1,3268
                      1346                    0,454102             1346           0,649414                1346                     6          1346         1,32561
                      1347                    0,449219             1347           0,703125                1347                     6          1347         1,32744
                      1348                    0,458984             1348           0,751953                1348                     6          1348         1,32052
                      1349                    0,454102             1349           0,805664                1349                     6          1349         1,32274
                      1350                    0,444336             1350           0,859375                1350                     6          1350         1,32774
                      1351                    0,449219             1351           0,913086                1351                     6          1351          1,3238
                      1352                    0,439453             1352            0,97168                1352                     6          1352         1,32882
                      1353                    0,458984             1353            1,02051                1353                     6          1353          1,3162
                      1354                    0,463867             1354            1,08398                1354                     6          1354         1,31306
                      1355                    0,478516             1355            1,14746                1355                     6          1355         1,30434
                      1356                     0,46875             1356            1,20117                1356                     6          1356          1,3106
                      1357                    0,483398             1357            1,25977                1357                     6          1357         1,30201
                      1358                    0,488281             1358            1,32324                1358                     6          1358         1,29971
                      1359                     0,50293             1359            1,37695                1359                     6          1359         1,29174
                      1360                     0,50293             1360            1,44043                1360                     6          1360          1,2929
                      1361                    0,517578             1361            1,49414                1361                     6          1361         1,28526
                      1362                    0,517578             1362            1,54785                1362                     6          1362         1,28673
                      1363                    0,517578             1363            1,62109                1363                     6          1363         1,28804
                      1364                    0,517578             1364            1,69434                1364                     6          1364         1,28923
                      1365                    0,522461             1365            1,74316                1365                     6          1365          1,2874
                      1366                    0,512695             1366            1,82129                1366                     6          1366         1,29432
                      1367                    0,517578             1367              1,875                1367                     6          1367          1,2921
                      1368                    0,498047             1368            1,93848                1368                     6          1368         1,30445
                      1369                    0,493164             1369            1,99707                1369                     6          1369         1,30735
                      1370                    0,488281             1370            2,05078                1370                     6          1370         1,31008
                      1371                    0,478516             1371            2,10938                1371                     6          1371         1,31554
                      1372                    0,473633             1372            2,16797                1372                     6          1372          1,3178
                      1373                     0,46875             1373            2,23633                1373                     6          1373         1,31994
                      1374                    0,458984             1374            2,28027                1374                     6          1374         1,32488
                      1375                     0,46875             1375            2,33398                1375                     6          1375         1,31798
                      1376                    0,454102             1376            2,40234                1376                     6          1376         1,32601
                      1377                     0,46875             1377            2,46094                1377                     6          1377         1,31622
                      1378                    0,449219             1378            2,50977                1378                     6          1378         1,32732
                      1379                    0,449219             1379            2,55859                1379                     6          1379          1,3262
                      1380                    0,454102             1380            2,60254                1380                     6          1380         1,32229
                      1381                    0,449219             1381             2,6709                1381                     6          1381         1,32445
                      1382                     0,46875             1382            2,70996                1382                     6          1382         1,31204
                      1383                    0,463867             1383            2,77344                1383                     6          1383         1,31488
                      1384                    0,478516             1384            2,83203                1384                     6          1384         1,30597
                      1385                    0,483398             1385            2,89063                1385                     6          1385         1,30339
                      1386                    0,483398             1386             2,9541                1386                     6          1386         1,30385
                      1387                    0,483398             1387            3,01758                1387                     6          1387         1,30426
                      1388                    0,507813             1388            3,08106                1388                     6          1388         1,29016
                      1389                    0,507813             1389            3,13477                1389                     6          1389         1,29137
                      1390                    0,517578             1390            3,20313                1390                     6          1390         1,28666
                      1391                    0,517578             1391             3,2666                1391                     6          1391         1,28798
                      1392                    0,517578             1392            3,32031                1392                     6          1392         1,28917
                      1393                    0,522461             1393            3,39356                1393                     6          1393         1,28735
                      1394                    0,522461             1394            3,45215                1394                     6          1394         1,28849
                      1395                    0,522461             1395            3,51074                1395                     6          1395         1,28951
                      1396                    0,522461             1396            3,58887                1396                     6          1396         1,29043
                      1397                     0,50293             1397            3,64258                1397                     6          1397         1,30284
                      1398                     0,50293             1398            3,71094                1398                     6          1398         1,30289
                      1399                    0,493164             1399            3,76465                1399                     6          1399         1,30873
                      1400                    0,488281             1400            3,82324                1400                     6          1400         1,31131
                      1401                    0,478516             1401            3,88672                1401                     6          1401         1,31665
                      1402                    0,473633             1402            3,93066                1402                     6          1402          1,3188
                      1403                    0,458984             1403            3,98438                1403                     6          1403         1,32663
                      1404                     0,46875             1404            4,05273                1404                     6          1404         1,31956
                      1405                     0,46875             1405            4,11133                1405                     6          1405         1,31875
                      1406                    0,449219             1406            4,16016                1406                     6          1406          1,3296
                      1407                    0,454102             1407            4,21387                1407                     6          1407         1,32535
                      1408                    0,454102             1408            4,27246                1408                     6          1408         1,32431
                      1409                    0,454102             1409            4,32617                1409                     6          1409         1,32337
                      1410                    0,454102             1410            4,38477                1410                     6          1410         1,32253
                      1411                    0,463867             1411            4,43359                1411                     6          1411         1,31598
                      1412                    0,478516             1412            4,49707                1412                     6          1412         1,30696
                      1413                    0,483398             1413             4,5459                1413                     6          1413         1,30428
                      1414                    0,483398             1414            4,61426                1414                     6          1414         1,30465
                      1415                    0,498047             1415            4,66797                1415                     6          1415          1,2963
                      1416                    0,478516             1416            4,72656                1416                     6          1416          1,3087
                      1417                    0,512695             1417            4,79492                1417                     6          1417         1,28849
                      1418                    0,512695             1418            4,86816                1418                     6          1418         1,28974
                      1419                    0,522461             1419            4,92676                1419                     6          1419         1,28508
                      1420                    0,522461             1420            4,98047                1420                     6          1420         1,28645
                      1421                    0,522461             1421            5,05371                1421                     6          1421         1,28768
                      1422                    0,522461             1422            5,11231                1422                     6          1422         1,28878
                      1423                    0,522461             1423             5,1709                1423                     6          1423         1,28977
                      1424                    0,522461             1424            5,24902                1424                     6          1424         1,29067
                      1425                    0,512695             1425            5,31738                1425                     6          1425         1,29726
                      1426                     0,50293             1426            5,36621                1426                     6          1426         1,30343
                      1427                    0,498047             1427            5,42969                1427                     6          1427         1,30632
                      1428                    0,498047             1428            5,50781                1428                     6          1428         1,30614
                      1429                    0,483398             1429            5,56641                1429                     6          1429         1,31466
                      1430                    0,478516             1430            5,61035                1430                     6          1430         1,31688
                      1431                    0,473633             1431            5,66406                1431                     6          1431           1,319
                      1432                     0,46875             1432            5,71777                1432                     6          1432         1,32103
                      1433                    0,463867             1433            5,78125                1433                     6          1433         1,32297
                      1434                    0,463867             1434            5,83008                1434                     6          1434         1,32193
                      1435                     0,46875             1435            5,88867                1435                     6          1435         1,31811
                      1436                    0,449219             1436             5,9375                1436                     6          1436         1,32902
                      1437                    0,454102             1437            5,99609                1437                     6          1437         1,32483
                      1438                    0,449219             1438            6,06445                1438                     6          1438         1,32674
                      1439                    0,454102             1439            6,11328                1439                     6          1439         1,32278
                      1440                     0,46875             1440            6,17676                1440                     6          1440         1,31331
                      1441                    0,473633             1441             6,2207                1441                     6          1441         1,31023
                      1442                    0,483398             1442            6,28418                1442                     6          1442         1,30445
                      1443                    0,483398             1443            6,33789                1443                     6          1443          1,3048
                      1444                    0,493164             1444            6,39649                1444                     6          1444         1,29933
                      1445                     0,50293             1445            6,45508                1445                     6          1445         1,29418
                      1446                    0,512695             1446            6,51856                1446                     6          1446         1,28931
                      1447                    0,507813             1447             6,5918                1447                     6          1447         1,29337
                      1448                    0,522461             1448            6,65039                1448                     6          1448         1,28557
                      1449                    0,522461             1449            6,71387                1449                     6          1449         1,28689
                      1450                    0,517578             1450            6,77734                1450                     6          1450         1,29097
                      1451                    0,522461             1451             6,8457                1451                     6          1451         1,28896
                      1452                    0,522461             1452            6,91895                1452                     6          1452         1,28994
                      1453                    0,527344             1453            6,97266                1453                     6          1453         1,28792
                      1454                    0,517578             1454            7,03613                1454                     6          1454         1,29468
                      1455                     0,50293             1455            7,09961                1455                     6          1455         1,30388
                      1456                    0,498047             1456            7,16797                1456                     6          1456         1,30672
                      1457                    0,493164             1457            7,23145                1457                     6          1457          1,3094
                      1458                    0,488281             1458            7,28516                1458                     6          1458         1,31192
                      1459                    0,483398             1459            7,33887                1459                     6          1459          1,3143
                      1460                    0,483398             1460            7,39746                1460                     6          1460         1,31367
                      1461                     0,46875             1461            7,45117                1461                     6          1461         1,32179
                      1462                    0,473633             1462            7,50977                1462                     6          1462         1,31786
                      1463                    0,454102             1463            7,56836                1463                     6          1463         1,32868
                      1464                    0,478516             1464            7,58789                1464                     6          1464         1,31283
                      1465                     0,46875             1465             7,6709                1465                     6          1465         1,31825
                      1466                     0,46875             1466            7,72949                1466                     6          1466         1,31757
                      1467                    0,463867             1467            7,79297                1467                     6          1467         1,31986
                      1468                    0,473633             1468            7,83691                1468                     6          1468         1,31334
                      1469                    0,478516             1469            7,91016                1469                     6          1469         1,31015
                      1470                    0,483398             1470            7,97363                1470                     6          1470         1,30715
                      1471                    0,498047             1471            8,02734                1471                     6          1471         1,29855
                      1472                    0,498047             1472            8,08594                1472                     6          1472         1,29915
                      1473                    0,498047             1473            8,14453                1473                     6          1473         1,29968
                      1474                    0,517578             1474            8,21289                1474                     6          1474         1,28859
                      1475                    0,517578             1475            8,25684                1475                     6          1475         1,28972
                      1476                    0,532227             1476            8,33496                1476                     6          1476         1,28205
                      1477                    0,532227             1477            8,40332                1477                     6          1477         1,28349
                      1478                    0,527344             1478            8,47168                1478                     6          1478         1,28767
                      1479                    0,532227             1479            8,53516                1479                     6          1479         1,28577
                      1480                    0,527344             1480            8,59863                1480                     6          1480         1,28973
                      1481                    0,537109             1481            8,65723                1481                     6          1481         1,28472
                      1482                    0,532227             1482             8,7207                1482                     6          1482         1,28867
                      1483                    0,512695             1483            8,77441                1483                     6          1483         1,30102
                      1484                    0,507813             1484            8,83789                1484                     6          1484         1,30392
                      1485                    0,498047             1485            8,91602                1485                     6          1485         1,30953
                      1486                    0,493164             1486            8,97461                1486                     6          1486         1,31193
                      1487                    0,483398             1487            9,01367                1487                     6          1487         1,31709
                      1488                    0,488281             1488            9,08691                1488                     6          1488         1,31328
                      1489                    0,478516             1489            9,14063                1489                     6          1489         1,31843
                      1490                     0,46875             1490            9,19922                1490                     6          1490         1,32329
                      1491                    0,473633             1491            9,25293                1491                     6          1491         1,31921
                      1492                    0,478516             1492            9,31152                1492                     6          1492         1,31543
                      1493                     0,46875             1493            9,36524                1493                     6          1493         1,32059
                      1494                    0,473633             1494           -9,79981                1494                     6          1494         1,31678
                      1495                    0,463867             1495           -9,74121                1495                     6          1495         1,32192
                      1496                    0,478516             1496           -9,67774                1496                     6          1496         1,31231
                      1497                    0,483398             1497           -9,61914                1497                     6          1497          1,3091
                      1498                    0,488281             1498           -9,56055                1498                     6          1498         1,30609
                      1499                    0,498047             1499           -9,49707                1499                     6          1499         1,30038
                      1500                    0,498047             1500           -9,45313                1500                     6          1500         1,30079
                      1501                    0,498047             1501           -9,38477                1501                     6          1501         1,30116
                      1502                    0,507813             1502           -9,31641                1502                     6          1502         1,29571
                      1503                    0,517578             1503           -9,25293                1503                     6          1503         1,29057
                      1504                    0,537109             1504           -9,19434                1504                     6          1504         1,27992
                      1505                    0,527344             1505           -9,12109                1505                     6          1505         1,28724
                      1506                    0,527344             1506           -9,06738                1506                     6          1506         1,28828
                      1507                    0,522461             1507           -8,99414                1507                     6          1507          1,2921
                      1508                    0,532227             1508           -8,93555                1508                     6          1508         1,28697
                      1509                    0,532227             1509           -8,87695                1509                     6          1509         1,28792
                      1510                    0,522461             1510           -8,80371                1510                     6          1510         1,29456
                      1511                    0,522461             1511           -8,74512                1511                     6          1511         1,29497
                      1512                    0,507813             1512           -8,68652                1512                     6          1512         1,30403
                      1513                    0,507813             1513           -8,61328                1513                     6          1513         1,30385
                      1514                    0,493164             1514           -8,55957                1514                     6          1514         1,31236
                      1515                    0,483398             1515           -8,49609                1515                     6          1515         1,31748
                      1516                    0,488281             1516           -8,45215                1516                     6          1516         1,31364
                      1517                     0,46875             1517           -8,39844                1517                     6          1517         1,32454
                      1518                    0,478516             1518           -8,33008                1518                     6          1518         1,31744
                      1519                    0,463867             1519           -8,27637                1519                     6          1519         1,32529
                      1520                    0,473633             1520           -8,22266                1520                     6          1520         1,31824
                      1521                    0,463867             1521           -8,16895                1521                     6          1521         1,32323
                      1522                    0,458984             1522           -8,10059                1522                     6          1522         1,32506
                      1523                    0,473633             1523           -8,05176                1523                     6          1523         1,31525
                      1524                     0,46875             1524           -7,99316                1524                     6          1524         1,31765
                      1525                    0,473633             1525           -7,93457                1525                     6          1525         1,31414
                      1526                    0,488281             1526           -7,89063                1526                     6          1526         1,30507
                      1527                    0,493164             1527           -7,81738                1527                     6          1527         1,30235
                      1528                    0,498047             1528           -7,75879                1528                    -6          1528        -5,81321
                      1529                    0,483398             1529           -7,69531                1529                    -6          1529        -5,37727
                      1530                    0,444336             1530            -7,6416                1530                    -6          1530        -4,97011
                      1531                    0,444336             1531           -7,62207                1531                    -6          1531         -4,6259
                      1532                    0,292969             1532           -7,60254                1532                    -6          1532        -4,22638
                      1533                    0,297852             1533           -7,71484                1533                    -6          1533        -3,95584
                      1534                    0,307617             1534           -7,60254                1534                    -6          1534        -3,71537
                      1535                    0,297852             1535           -7,61231                1535                    -6          1535         -3,4876
                      1536                  -0,0878906             1536           -7,65137                1536                    -6          1536        -3,05951
                      1537                   -0,273438             1537           -7,68555                1537                    -6          1537        -2,78375
                      1538                   -0,327148             1538           -7,72461                1538                    -6          1538        -2,60932
                      1539                   -0,390625             1539           -7,96387                1539                    -6          1539        -2,44526
                      1540                   -0,424805             1540            -7,8418                1540                    -6          1540        -2,31348
                      1541                   -0,478516             1541           -7,89063                1541                    -6          1541        -2,18248
                      1542                    -0,50293             1542           -7,96387                1542                    -6          1542        -2,08067
                      1543                   -0,537109             1543            -8,0127                1543                    -6          1543        -1,98268
                      1544                   -0,541992             1544           -8,07617                1544                    -6          1544        -1,91104
                      1545                   -0,566406             1545           -8,14941                1545                    -6          1545        -1,83488
                      1546                   -0,556641             1546           -8,21777                1546                    -6          1546        -1,78601
                      1547                   -0,561523             1547           -8,29102                1547                    -6          1547        -1,73358
                      1548                   -0,546875             1548           -8,34961                1548                    -6          1548        -1,69785
                      1549                   -0,556641             1549           -8,42285                1549                    -6          1549        -1,65157
                      1550                   -0,556641             1550           -8,48145                1550                    -6          1550        -1,61547
                      1551                   -0,566406             1551           -8,55469                1551                    -6          1551         -1,5772
                      1552                   -0,581055             1552           -8,62305                1552                    -6          1552        -1,53963
                      1553                   -0,571289             1553           -8,69629                1553                    -6          1553        -1,51994
                      1554                   -0,561523             1554           -8,76465                1554                    -6          1554        -1,50245
                      1555                   -0,566406             1555           -8,81836                1555                    -6          1555        -1,47825
                      1556                   -0,566406             1556            -8,8916                1556                    -6          1556        -1,45926
                      1557                   -0,556641             1557           -8,96484                1557                    -6          1557        -1,44795
                      1558                   -0,556641             1558            -9,0332                1558                    -6          1558        -1,43222
                      1559                   -0,576172             1559           -9,11133                1559                    -6          1559        -1,40648
                      1560                   -0,571289             1560           -9,16992                1560                    -6          1560        -1,39733
